"Date","Price","Open","High","Low","Vol.","Change %"
"May 28, 2021","377.56","420.50","420.50","361.48","49.06K","-10.37%"
"May 27, 2021","421.23","462.79","462.79","416.83","46.57K","-8.88%"
"May 26, 2021","462.28","428.98","462.28","426.83","58.00K","8.35%"
"May 25, 2021","426.67","426.32","426.67","380.72","88.93K","0.20%"
"May 24, 2021","425.82","341.90","425.82","341.90","78.30K","25.00%"
"May 23, 2021","340.66","384.44","391.25","285.62","127.09K","-11.26%"
"May 22, 2021","383.87","448.18","453.29","375.31","88.78K","-14.39%"
"May 21, 2021","448.41","546.87","582.53","418.79","109.05K","-17.66%"
"May 20, 2021","544.58","482.13","570.17","448.30","96.29K","15.01%"
"May 19, 2021","473.50","671.00","671.00","387.26","171.01K","-28.98%"
"May 18, 2021","666.75","699.36","720.15","655.44","66.28K","-3.96%"
"May 17, 2021","694.27","684.10","697.63","628.98","64.02K","1.34%"
"May 16, 2021","685.08","690.19","728.80","635.61","55.26K","-0.44%"
"May 15, 2021","688.13","774.17","774.17","688.13","45.16K","-11.22%"
"May 14, 2021","775.07","765.66","810.89","765.42","60.60K","0.99%"
"May 13, 2021","767.51","733.16","805.58","733.16","110.71K","5.85%"
"May 12, 2021","725.09","857.87","903.04","725.09","108.72K","-15.11%"
"May 11, 2021","854.11","780.51","869.44","779.74","110.87K","9.38%"
"May 10, 2021","780.83","771.68","804.36","731.07","65.48K","1.44%"
"May 09, 2021","769.77","783.00","783.00","742.34","36.80K","-1.52%"
"May 08, 2021","781.67","715.25","797.70","708.19","60.45K","9.35%"
"May 07, 2021","714.85","742.55","742.55","701.47","42.56K","-3.50%"
"May 06, 2021","740.81","787.22","787.22","739.07","50.17K","-5.84%"
"May 05, 2021","786.74","750.71","786.74","750.15","45.92K","4.66%"
"May 04, 2021","751.71","833.40","840.72","751.71","83.98K","-9.65%"
"May 03, 2021","831.96","802.61","831.96","798.21","92.58K","3.34%"
"May 02, 2021","805.04","804.00","862.18","804.00","99.89K","0.13%"
"May 01, 2021","804.00","739.17","823.01","730.89","91.47K","8.41%"
"Apr 30, 2021","741.64","643.30","741.64","642.36","78.06K","15.42%"
"Apr 29, 2021","642.57","646.52","671.11","637.11","47.31K","-0.81%"
"Apr 28, 2021","647.79","660.31","668.53","625.93","65.39K","-1.61%"
"Apr 27, 2021","658.36","639.96","681.15","639.96","75.38K","2.53%"
"Apr 26, 2021","642.09","553.96","651.98","553.96","97.05K","16.00%"
"Apr 25, 2021","553.54","568.81","578.61","534.22","73.52K","-2.63%"
"Apr 24, 2021","568.47","624.99","624.99","555.21","184.35K","-8.83%"
"Apr 23, 2021","623.51","527.54","623.51","455.08","254.97K","17.65%"
"Apr 22, 2021","529.98","498.14","590.17","498.14","176.40K","7.54%"
"Apr 21, 2021","492.83","485.14","500.70","461.59","48.35K","1.49%"
"Apr 20, 2021","485.59","477.94","488.64","439.99","86.13K","1.66%"
"Apr 19, 2021","477.65","489.31","510.62","432.92","76.05K","-2.07%"
"Apr 18, 2021","487.73","535.59","535.59","433.49","97.24K","-8.94%"
"Apr 17, 2021","535.64","566.04","592.62","535.64","49.73K","-5.15%"
"Apr 16, 2021","564.70","559.65","594.29","541.33","137.28K","0.36%"
"Apr 15, 2021","562.70","486.77","581.76","486.77","117.01K","16.08%"
"Apr 14, 2021","484.75","485.78","493.12","462.13","52.90K","-0.02%"
"Apr 13, 2021","484.87","466.94","484.87","450.40","51.63K","4.06%"
"Apr 12, 2021","465.93","460.28","465.93","437.13","44.24K","1.64%"
"Apr 11, 2021","458.41","453.01","461.21","440.82","35.85K","1.61%"
"Apr 10, 2021","451.16","454.00","457.54","441.26","44.05K","-0.65%"
"Apr 09, 2021","454.10","455.15","466.60","450.01","37.39K","-0.56%"
"Apr 08, 2021","456.68","444.16","475.71","444.16","43.37K","3.42%"
"Apr 07, 2021","441.57","483.37","485.32","441.57","60.40K","-8.42%"
"Apr 06, 2021","482.19","514.85","515.58","479.51","39.91K","-5.99%"
"Apr 05, 2021","512.94","548.45","548.90","506.60","53.13K","-6.43%"
"Apr 04, 2021","548.20","477.45","553.32","477.45","90.33K","14.33%"
"Apr 03, 2021","479.48","488.36","493.49","472.53","42.35K","-1.39%"
"Apr 02, 2021","486.23","449.75","486.23","446.30","35.67K","8.02%"
"Apr 01, 2021","450.11","400.54","457.53","400.54","89.82K","12.81%"
"Mar 31, 2021","399.01","402.27","403.48","384.73","22.58K","-0.84%"
"Mar 30, 2021","402.37","410.55","421.20","401.70","30.82K","-1.61%"
"Mar 29, 2021","408.94","362.24","408.94","360.89","35.37K","12.96%"
"Mar 28, 2021","362.01","363.62","368.50","358.37","18.67K","-0.28%"
"Mar 27, 2021","363.01","369.70","370.98","353.78","27.10K","-1.59%"
"Mar 26, 2021","368.89","360.83","377.18","360.83","24.38K","2.16%"
"Mar 25, 2021","361.09","344.11","361.63","339.54","36.88K","4.50%"
"Mar 24, 2021","345.55","359.27","385.28","345.55","31.72K","-4.26%"
"Mar 23, 2021","360.92","379.41","388.82","360.92","37.09K","-4.95%"
"Mar 22, 2021","379.70","404.34","407.99","378.76","57.10K","-5.91%"
"Mar 21, 2021","403.56","410.68","426.44","403.56","36.08K","-1.94%"
"Mar 20, 2021","411.56","443.42","443.42","411.56","28.76K","-7.22%"
"Mar 19, 2021","443.61","430.07","443.61","429.37","17.03K","3.33%"
"Mar 18, 2021","429.31","436.42","444.88","429.31","17.79K","-1.43%"
"Mar 17, 2021","435.56","431.79","435.56","421.44","20.48K","0.90%"
"Mar 16, 2021","431.67","432.45","439.54","426.57","16.91K","0.22%"
"Mar 15, 2021","430.73","437.84","445.89","425.41","21.70K","-1.81%"
"Mar 14, 2021","438.66","465.63","465.63","437.57","17.78K","-5.83%"
"Mar 13, 2021","465.84","434.28","469.01","418.97","34.92K","7.26%"
"Mar 12, 2021","434.30","467.24","467.24","434.30","27.66K","-6.62%"
"Mar 11, 2021","465.11","462.36","474.57","456.96","28.10K","0.88%"
"Mar 10, 2021","461.04","502.32","504.88","461.04","31.69K","-7.92%"
"Mar 09, 2021","500.70","477.65","500.70","472.61","29.94K","4.92%"
"Mar 08, 2021","477.22","489.84","489.84","465.72","23.11K","-2.70%"
"Mar 07, 2021","490.44","489.94","490.44","478.00","17.32K","-0.16%"
"Mar 06, 2021","491.22","475.07","504.00","475.07","33.53K","2.83%"
"Mar 05, 2021","477.69","469.58","477.69","446.14","24.24K","1.56%"
"Mar 04, 2021","470.34","490.21","498.86","464.88","23.93K","-4.24%"
"Mar 03, 2021","491.15","499.42","514.15","491.15","27.57K","-1.73%"
"Mar 02, 2021","499.79","494.82","520.72","480.08","91.51K","1.27%"
"Mar 01, 2021","493.51","406.07","493.51","406.07","80.17K","22.03%"
"Feb 28, 2021","404.42","398.49","404.42","360.66","59.92K","1.23%"
"Feb 27, 2021","399.49","398.85","429.23","398.85","39.50K","0.41%"
"Feb 26, 2021","397.84","396.48","415.90","375.15","115.31K","1.03%"
"Feb 25, 2021","393.77","436.50","449.20","393.77","47.90K","-9.94%"
"Feb 24, 2021","437.24","383.68","457.16","383.68","71.51K","13.88%"
"Feb 23, 2021","383.95","425.24","425.24","347.26","92.85K","-9.27%"
"Feb 22, 2021","423.19","454.01","457.39","423.19","88.78K","-6.72%"
"Feb 21, 2021","453.67","452.61","465.88","448.40","29.16K","-0.03%"
"Feb 20, 2021","453.79","451.66","498.16","451.01","82.08K","0.62%"
"Feb 19, 2021","450.98","459.00","472.94","441.92","42.40K","-1.22%"
