,Date,Price,Open,High,Low,Vol.,Change %,Vol
236,"Aug 09, 2021",9.8150,9.3800,10.1410,9.0490,,4.54%,5.09M
237,"Aug 08, 2021",9.3890,10.3520,10.4800,9.2230,,-9.24%,4.17M
238,"Aug 07, 2021",10.3450,9.8150,10.6850,9.7130,,5.62%,5.93M
239,"Aug 06, 2021",9.7950,9.6290,10.1100,8.9990,,1.65%,6.36M
240,"Aug 05, 2021",9.6360,8.7590,9.6550,8.1930,,10.04%,6.98M
241,"Aug 04, 2021",8.7570,8.0860,8.8770,7.9550,,8.26%,3.48M
242,"Aug 03, 2021",8.0890,8.3450,8.4590,7.8820,,-3.18%,3.40M
243,"Aug 02, 2021",8.3550,8.4840,8.7140,8.2830,,-1.58%,2.76M
244,"Aug 01, 2021",8.4890,8.8640,9.1950,8.3690,,-4.24%,5.11M
245,"Jul 31, 2021",8.8650,8.4730,9.0100,8.2160,,4.69%,4.90M
246,"Jul 30, 2021",8.4680,8.1870,8.5310,7.8620,,3.57%,4.99M
247,"Jul 29, 2021",8.1760,8.1590,8.2820,7.9920,,0.11%,4.74M
248,"Jul 28, 2021",8.1670,8.1840,8.4970,8.0180,,-0.24%,6.19M
249,"Jul 27, 2021",8.1870,8.2770,8.5260,7.8230,,-1.09%,8.91M
250,"Jul 26, 2021",8.2770,8.3250,9.6100,8.2520,,-0.65%,10.21M
251,"Jul 25, 2021",8.3310,8.0060,8.3330,7.8040,,0.18%,3.83M
252,"Jul 24, 2021",8.3160,8.5990,8.5990,8.2110,,-3.19%,6.01M
253,"Jul 23, 2021",8.5900,8.2360,8.6170,7.6630,,4.62%,9.10M
254,"Jul 22, 2021",8.2110,7.0930,8.2110,7.0410,,16.02%,11.55M
255,"Jul 21, 2021",7.0770,6.2950,7.1720,6.1450,,12.57%,5.67M
256,"Jul 20, 2021",6.2870,6.6330,6.7450,6.0330,,-5.22%,4.86M
257,"Jul 19, 2021",6.6330,7.0740,7.1410,6.4920,,-6.39%,5.83M
258,"Jul 18, 2021",7.0860,7.5020,7.9330,7.0210,,-5.46%,6.30M
259,"Jul 17, 2021",7.4950,6.3490,7.4950,6.3010,,18.05%,10.46M
260,"Jul 16, 2021",6.3490,6.7250,6.8770,6.3260,,-5.59%,3.22M
261,"Jul 15, 2021",6.7250,7.1190,7.3930,6.6160,,-5.65%,4.78M
262,"Jul 14, 2021",7.1280,7.1370,7.3400,6.7320,,-0.10%,3.91M
263,"Jul 13, 2021",7.1350,7.6350,7.6720,6.9300,,-6.83%,3.21M
264,"Jul 12, 2021",7.6580,8.1500,8.2760,7.4530,,-5.98%,2.88M
265,"Jul 11, 2021",8.1450,7.9890,8.3890,7.8280,,1.85%,2.82M
266,"Jul 10, 2021",7.9970,8.4090,8.6050,7.8400,,-4.87%,2.68M
267,"Jul 09, 2021",8.4060,7.7340,8.5830,7.6560,,6.08%,4.01M
268,"Jul 08, 2021",7.9240,8.7500,8.7880,7.8410,,-9.73%,4.93M
269,"Jul 07, 2021",8.7780,8.9780,9.3370,8.7480,,-3.88%,6.27M
270,"Jul 06, 2021",9.1320,8.0800,9.5080,8.0800,,13.23%,12.41M
271,"Jul 05, 2021",8.0650,7.9290,8.0650,7.3330,,1.59%,4.30M
272,"Jul 04, 2021",7.9390,7.9380,8.1880,7.8360,,3.78%,3.20M
273,"Jul 03, 2021",7.6500,7.4230,7.6650,7.3100,,3.14%,1.60M
274,"Jul 02, 2021",7.4170,7.4160,7.4170,7.0080,,-0.05%,2.47M
275,"Jul 01, 2021",7.4210,8.1580,8.1580,7.3470,,-8.94%,3.62M
276,"Jun 30, 2021",8.1500,7.9410,8.1580,7.3760,,3.15%,5.01M
